finess;raison_sociale;etab_rattach;ville;departement;region
490000031;CRA;CENTRE RESSOURCES AUTISME;44800 ST HERBLAIN;LOIRE ATLANTIQUE;Pays de la Loire
490000031;CRA;CTRE DE RESSOURCES POUR AUTISME & TROUBLES DU DEVELOPPEMENT;44800 ST HERBLAIN;LOIRE ATLANTIQUE;Pays de la Loire
800000044;CRA CHU AMIENS;;80054 AMIENS CEDEX 1;SOMME;Nord Pas de Calais Picardie
370000481;CRECHE FAMILIALE;CRECHE FAMILIALE;37044 TOURS CEDEX 9;INDRE ET LOIRE;Centre Val de Loire
310781406;CRF LA FONTAINE SALEE CHU TOULOUSE;CENTRE REEDUCATION FONCTIONNELLE LA FONTAINE SALEE CHU TLSE;31059 TOULOUSE CEDEX 9;HAUTE GARONNE;Languedoc Roussillon Midi Pyrenees
620001834;CRF LES HAUTOIS D'OIGNIES;CENTRE DE READAPTATION FONCTIONNELLE D'OIGNIES;59300 VALENCIENNES;NORD;Nord Pas de Calais Picardie
140000639;CRLCC FRANCOIS BACLESSE - CAEN;CENTRE REGIONAL DE LUTTE CONTRE LE CANCER FRANCOIS BACLESSE;14076 CAEN CEDEX 5;CALVADOS;Normandie
760780247;CRLCC HENRI BECQUEREL ROUEN;CENTRE REGIONAL LUTTE CONTRE CANCER HENRI BECQUEREL ROUEN;76038 ROUEN CEDEX;SEINE MARITIME;Normandie
670780063;CRLCC P.STRAUSS SITE HUS-HAUTEPIERRE;CRLCC PAUL STRAUSS SITE HUS-HAUTEPIERRE;67033 STRASBOURG CEDEX 2;BAS RHIN;Alsace Champagne Ardenne Lorraine
670780063;CRLCC PAUL STRAUSS - ICANS;CENTRE P. STRAUSS-INSTITUT DE CANCEROLOGIE STRASBOURG EUROPE;67033 STRASBOURG CEDEX 2;BAS RHIN;Alsace Champagne Ardenne Lorraine
970202164;CSAPA;CENTRE DE SOINS D'ACCOMPAGNEMENT ET DE PREVENTION EN ADDICTO;97270 ST ESPRIT;MARTINIQUE;Martinique
530000371;CSAPA;CENTRE DE SOINS D'ACCOMPAGNEMENT ET DE PREVENTION EN ADDICTO;53015 LAVAL CEDEX;MAYENNE;Pays de la Loire
620100685;"CSAPA  ""LE SQUARE""";"CENTRE DE SOINS ACCOMP PREVENTION ADDICTOLOGIE ""LE SQUARE""";62307 LENS CEDEX;PAS DE CALAIS;Nord Pas de Calais Picardie
510000037;CSAPA - CH DE CHALONS EN CHAMPAGNE;CSAPA - CH CHALONS EN CHAMPAGNE;51005 CHALONS EN CHAMPAGNE CEDEX;MARNE;Alsace Champagne Ardenne Lorraine
170780050;CSAPA - CH JONZAC;CTRE DE SOINS D'ACCOMP. ET DE PREV. EN ADDICTOLOGIE;17503 JONZAC CEDEX;CHARENTE MARITIME;Aquitaine Limousin Poitou Charentes
790000012;CSAPA - CH NIORT;CTRE DE SOINS D'ACCOMP. ET DE PREV. EN ADDICTOLOGIE;79021 NIORT CEDEX;DEUX SEVRES;Aquitaine Limousin Poitou Charentes
790006654;CSAPA - CH NORD DEUX-SEVRES;CTRE DE SOINS D'ACCOMP. ET DE PREV. EN ADDICTOLOGIE;79205 PARTHENAY CEDEX;DEUX SEVRES;Aquitaine Limousin Poitou Charentes
170780225;CSAPA - CH ROCHEFORT;CTRE DE SOINS D'ACCOMP. ET DE PREV. EN ADDICTOLOGIE;17301 ROCHEFORT CEDEX;CHARENTE MARITIME;Aquitaine Limousin Poitou Charentes
170780167;CSAPA - CH STJEAN D'ANGELY;CTRE DE SOINS D'ACCOMP. ET DE PREV. EN ADDICTOLOGIE;17415 ST JEAN D ANGELY CEDEX;CHARENTE MARITIME;Aquitaine Limousin Poitou Charentes
750712184;CSAPA  ESPACE MURGER;CENTRE DE SOINS SPECIALISES AUX TOXICOMANES;60332 LIANCOURT CEDEX;OISE;Nord Pas de Calais Picardie
770110054;CSAPA  LE CARROUSEL;CENTRE DE SOINS SPECIALISES AUX TOXICOMANES;77000 MELUN;SEINE ET MARNE;Ile de France
750712184;CSAPA  MONTE CHRISTO;CENTRE DE SOINS SPECIALISES POUR TOXICOMANES ( H.POMPIDOU );60332 LIANCOURT CEDEX;OISE;Nord Pas de Calais Picardie
130786049;CSAPA  PRISONS DE MARSEILLE;;13008 MARSEILLE;BOUCHES DU RHONE;Provence Alpes Cote d'Azur
970302022;CSAPA (EX CSST);CENTRE DE SOINS SPECIALISES EN TOXICOMANIE;97306 CAYENNE CEDEX;GUYANE;Guyane
380780080;CSAPA ADDICTOLOGIE - CHU38;CSAPA ADDICTOLOGIE - CHU GRENOBLE ALPES;38700 LA TRONCHE;ISERE;Auvergne Rhone Alpes
430000018;CSAPA AMBULATOIRE;;43012 LE PUY EN VELAY CEDEX;HAUTE LOIRE;Auvergne Rhone Alpes
070780358;CSAPA ANNONAY;CSAPA ANNONAY;07103 ANNONAY CEDEX;ARDECHE;Auvergne Rhone Alpes
590781415;CSAPA AU FIL DE L'EAU;CENTRE SOINS D'ACCOMPAGNEMENT ET DE PREVENTION ADDICTOLOGIE;59140 DUNKERQUE;NORD;Nord Pas de Calais Picardie
070005566;CSAPA AUBENAS;CSAPA AUBENAS;07600 VALS LES BAINS;ARDECHE;Auvergne Rhone Alpes
750712184;CSAPA BICETRE;CSAPA BICETRE;60332 LIANCOURT CEDEX;OISE;Nord Pas de Calais Picardie
760780239;CSAPA BOIS-GUILLAUME CHU ROUEN;CENTRE DE SOINS ACCOMPAGNEMENT ET PREVENTION EN ADDICTOLOGIE;76141 LE PETIT QUEVILLY CEDEX;SEINE MARITIME;Normandie
750712184;CSAPA CASSINI;CENTRE DE SOINS SPECIALISES AUX TOXICOMANES (CSST) CASSINI;60332 LIANCOURT CEDEX;OISE;Nord Pas de Calais Picardie
780110078;CSAPA CEDAT;CENTRE DE SOINS SPECIALISES AUX TOXICOMANES (CSST) CEDAT;78000 VERSAILLES;YVELINES;Ile de France
590782215;CSAPA CENTRE LA BOUSSOLE;LA BOUSSOLE CENTRE DE CURE AMBULATOIRE EN ALCOOLOGIE;59322 VALENCIENNES CEDEX;NORD;Nord Pas de Calais Picardie
370000481;CSAPA CENTRE LA ROTONDE;;37044 TOURS CEDEX 9;INDRE ET LOIRE;Centre Val de Loire
370000481;CSAPA CENTRE PORT BRETAGNE;CENTRE DE SOINS SPECIALISES EN TOXICOMANIE;37044 TOURS CEDEX 9;INDRE ET LOIRE;Centre Val de Loire
620101360;CSAPA CH ALMEGA ST OMER;CENTRE CURE AMBULATOIRE ET ALCOOLOGIE CH ST OMER;62505 ST OMER CEDEX;PAS DE CALAIS;Nord Pas de Calais Picardie
060780954;CSAPA CH ANTIBES;;06606 ANTIBES CEDEX;ALPES MARITIMES;Provence Alpes Cote d'Azur
760780213;CSAPA CH BARENTIN;CENTRE DE SOINS ACCOMPAGNEMENT ET PREVENTION EN ADDICTOLOGIE;76360 BARENTIN;SEINE MARITIME;Normandie
110780061;CSAPA CH CARCASSONNE;CSAPA CH DE CARCASSONNE;11010 CARCASSONNE CEDEX 9;AUDE;Languedoc Roussillon Midi Pyrenees
020000287;CSAPA CH CHAUNY;;02303 CHAUNY CEDEX;AISNE;Nord Pas de Calais Picardie
760780023;CSAPA CH DIEPPE;CENTRE DE SOINS ACCOMPAGNEMENT ET PREVENTION EN ADDICTOLOGIE;76202 DIEPPE CEDEX;SEINE MARITIME;Normandie
270000086;CSAPA CH GISORS;CENTRE SOINS ACCOMPAGNEMENT PREVENTION ADDICTOLOGIE;27140 GISORS;EURE;Normandie
670780337;CSAPA CH HAGUENAU;CENTRE DE CURE AMBULATOIRE EN ALCOOLOGIE DE HAGUENAU;67504 HAGUENAU CEDEX;BAS RHIN;Alsace Champagne Ardenne Lorraine
670780543;CSAPA CH INTERCOMMUNAL DE LA LAUTER;CENTRE DE CURE AMBULATOIRE EN ALCOOLOGIE DE WISSEMBOURG;67166 WISSEMBOURG CEDEX;BAS RHIN;Alsace Champagne Ardenne Lorraine
020000063;CSAPA CH SAINT-QUENTIN;;02321 ST QUENTIN CEDEX;AISNE;Nord Pas de Calais Picardie
670780345;CSAPA CH SAVERNE;CSAPA DU CH DE SAVERNE;67703 SAVERNE CEDEX;BAS RHIN;Alsace Champagne Ardenne Lorraine
780001236;CSAPA CHIPS YVELINES NORD;CSAPA CHIPS YVELINES NORD;76270 ST SAIRE;SEINE MARITIME;Normandie
590780193;CSAPA CHR LILLE;CENTRE SOINS D'ACCOMPAGNEMENT PREVENTION ADDICTOLOGIE;59037 LILLE CEDEX;NORD;Nord Pas de Calais Picardie
370000481;CSAPA CHU;;37044 TOURS CEDEX 9;INDRE ET LOIRE;Centre Val de Loire
060785011;CSAPA CHU DE NICE;;06430 TENDE;ALPES MARITIMES;Provence Alpes Cote d'Azur
590780227;CSAPA DE CARVIN;CENTRE DE SOINS D'ACCOMPAGNEMENT  PREVENTION EN ADDICTOLOGIE;59113 SECLIN;NORD;Nord Pas de Calais Picardie
590783239;CSAPA DE DOUAI;CENTRE DE CURE AMBULATOIRE EN ALCOOLOGIE;59187 DECHY;NORD;Nord Pas de Calais Picardie
350000030;CSAPA DE FOUGERES;;35305 FOUGERES CEDEX;ILLE ET VILAINE;Bretagne
820000016;CSAPA DE MONTAUBAN;CENTRE SOINS ACCOMPAGNEMENT ET PREVENTION EN ADDICTOLOGIE;82013 MONTAUBAN CEDEX;TARN ET GARONNE;Languedoc Roussillon Midi Pyrenees
030780092;CSAPA DE MOULINS;CSAPA DE MOULINS;03006 MOULINS CEDEX;ALLIER;Auvergne Rhone Alpes
350000048;CSAPA DE REDON;;35603 REDON CEDEX;ILLE ET VILAINE;Bretagne
420780652;CSAPA DE SAINT-ETIENNE;CSAPA DE SAINT-ETIENNE;42700 FIRMINY;LOIRE;Auvergne Rhone Alpes
350000022;CSAPA DE ST MALO;CENTRE DE SOINS ACCOMPAGNEMENT ET DE PREVENTION ADDICTOLOGIE;35403 ST MALO CEDEX;ILLE ET VILAINE;Bretagne
350000055;CSAPA DE VITRE;;35506 VITRE CEDEX;ILLE ET VILAINE;Bretagne
620100057;CSAPA DU CH D'ARRAS;CENTRE DE SOINS D'ACCOMPAGNEMENT PREVENTION EN ADDICTOLOGIE;62022 ARRAS CEDEX;PAS DE CALAIS;Nord Pas de Calais Picardie
620103440;CSAPA DU CH DE BOULOGNE SUR MER;CENTRE DE SOINS D'ACCOMPAGNEMENT PREVENTION EN ADDICTOLOGIE;62321 BOULOGNE SUR MER CEDEX;PAS DE CALAIS;Nord Pas de Calais Picardie
620101337;CSAPA DU CH DE CALAIS;CSAPA DU CH DE CALAIS;62107 CALAIS CEDEX;PAS DE CALAIS;Nord Pas de Calais Picardie
280000183;CSAPA DU CH DE DREUX;CSAPA DU CH DE DREUX;28102 DREUX CEDEX;EURE ET LOIR;Centre Val de Loire
290021542;CSAPA DU CH DE MORLAIX;CENTRE DE SOINS ACCOMPAGNEMENT ET DE PREVENTION ADDICTOLOGIE;29672 MORLAIX CEDEX;FINISTERE;Bretagne
290000017;CSAPA DU CHU DE BREST;CENTRE DE SOINS ACCOMPAGNEMENT ET DE PREVENTION ADDICTOLOGIE;29609 BREST CEDEX 2;FINISTERE;Bretagne
760024042;CSAPA ELBEUF/LOUVIERS CHI ELBEUF LOUVI;CENTRE DE SOINS ACCOMPAGNEMENT ET PREVENTION EN ADDICTOLOGIE;27406 LOUVIERS CEDEX;EURE;Normandie
950013870;CSAPA ERMONT ARGENTEUIL;CENTRE DE SOINS;95170 DEUIL LA BARRE;VAL D OISE;Ile de France
620103432;CSAPA ETAPLES - CHAM;CSAPA ETAPLES - CHAM;62180 RANG DU FLIERS;PAS DE CALAIS;Nord Pas de Calais Picardie
760780734;CSAPA FOUQUET CHI FECAMP;CENTRE DE SOINS ACCOMPAGNEMENT ET PREVENTION EN ADDICTOLOGIE;76405 FECAMP CEDEX;SEINE MARITIME;Normandie
930110069;CSAPA GAINVILLE;CSAPA SPECIALISE DROGUES ILLICITES GAINVILLE;93602 AULNAY SOUS BOIS CEDEX;SEINE SAINT DENIS;Ile de France
930021480;CSAPA GENERALISTE;CSAPA GENERALISTE DE MONTFERMEIL;93370 MONTFERMEIL;SEINE SAINT DENIS;Ile de France
830100566;CSAPA GENERALISTE;CSAPA GENERALISTE;83608 FREJUS CEDEX;VAR;Provence Alpes Cote d'Azur
750712184;CSAPA GENERALISTE AVICENNE;"CSAPA SPECIALISE DROGUES ILLICITES ""BOUCEBCI""";60332 LIANCOURT CEDEX;OISE;Nord Pas de Calais Picardie
910002773;CSAPA GENERALISTE FLEURY MEROGIS;CENTRE DE SOINS D'ACCOMP. ET DE PREVENTION EN ADDICTOLOGIE;91106 CORBEIL ESSONNES CEDEX;ESSONNE;Ile de France
070002878;CSAPA GENERALISTE PRIVAS;CSAPA GENERALISTE PRIVAS;07007 PRIVAS CEDEX;ARDECHE;Auvergne Rhone Alpes
680000973;CSAPA HC COLMAR;CENTRE DE CURE AMBULATOIRE EN ALCOOLOGIE - COLMAR;68024 COLMAR CEDEX;HAUT RHIN;Alsace Champagne Ardenne Lorraine
690781810;CSAPA HCL - HOPITAL DE LA CROIX ROUSSE;CSAPA HCL - HOPITAL DE LA CROIX ROUSSE;69300 CALUIRE ET CUIRE;RHONE;Auvergne Rhone Alpes
690781810;CSAPA HCL - HOPITAL EDOUARD HERRIOT;CSAPA HCL - HOPITAL EDOUARD HERRIOT;69300 CALUIRE ET CUIRE;RHONE;Auvergne Rhone Alpes
620100677;CSAPA HENIN BEAUMONT;CENTRE DE SOINS D'ACCOMPAGNEMENT PREVENTION ADDICTOLOGIE;62251 HENIN BEAUMONT CEDEX;PAS DE CALAIS;Nord Pas de Calais Picardie
940110018;CSAPA HENRI DUCHENE;CSAPA HENRI DUCHENE;94010 CRETEIL CEDEX;VAL DE MARNE;Ile de France
130786049;CSAPA HOPITAUX SUD;;13008 MARSEILLE;BOUCHES DU RHONE;Provence Alpes Cote d'Azur
060780988;CSAPA INTERSECT MARIE JEANNE CH CANNES;;06414 CANNES CEDEX;ALPES MARITIMES;Provence Alpes Cote d'Azur
060780897;CSAPA LA CARAVELLE - GRASSE;;06135 GRASSE CEDEX;ALPES MARITIMES;Provence Alpes Cote d'Azur
930110036;CSAPA LA MOSAIQUE;CSAPA SPECIALISE DROGUES ILLICITES LA MOSAIQUE;93100 MONTREUIL;SEINE SAINT DENIS;Ile de France
930110051;CSAPA LE CORBILLON;CSAPA SPECIALISE DROGUES ILLICITES LE CORBILLON;93205 ST DENIS CEDEX;SEINE SAINT DENIS;Ile de France
2A0000386;CSAPA LE LORETTO;;20176 AJACCIO CEDEX 1;CORSE DU SUD;Corse
830100525;CSAPA LE MALMONT DRAGUIGNAN;CSAPA LE MALMONT DRAGUIGNAN;83007 DRAGUIGNAN CEDEX;VAR;Provence Alpes Cote d'Azur
620001834;CSAPA LE PHENIX LIEVIN;CENTRE DE SOINS D'ACCOMPAGNEMENT PREVENTION ADDICTOLOGIE;59300 VALENCIENNES;NORD;Nord Pas de Calais Picardie
590782652;CSAPA LE SEMAPHORE;CENTRE DE SOINS D'ACCOMPAGNEMENT DE PREVENTION ADDICTOLOGIE;59524 HAZEBROUCK CEDEX;NORD;Nord Pas de Calais Picardie
590781621;CSAPA LE TEMPO;CENTRE SOINS ET D'ACCOMPAGNEMENT DE PREVENTION ADDICTOLOGIE;59360 LE CATEAU CAMBRESIS;NORD;Nord Pas de Calais Picardie
300780038;CSAPA L'ENVOL CHU NIMES;CSAPA L'ENVOL DU CHU NIMES;30900 NIMES;GARD;Languedoc Roussillon Midi Pyrenees
760780742;CSAPA LILLEBONNE CHI CAUX;CENTRE DE SOINS ACCOMPAGNEMENT ET PREVENTION EN ADDICTOLOGIE;76170 LILLEBONNE;SEINE MARITIME;Normandie
940110042;CSAPA LITTORAL;CENTRE DE SOINS SPECIALISES AUX TOXICOMANES;91330 YERRES;ESSONNE;Ile de France
440000289;CSAPA MAISON D'ARRET;CTRE SOINS ACCOMPAGNEMENT PREVENTION ADDICTO MAISON D'ARRET;44093 NANTES CEDEX 1;LOIRE ATLANTIQUE;Pays de la Loire
310781406;CSAPA MAURICE DIDE;;31059 TOULOUSE CEDEX 9;HAUTE GARONNE;Languedoc Roussillon Midi Pyrenees
950001370;CSAPA PERSAN;CENTRE DE SOINS;95260 BEAUMONT SUR OISE;VAL D OISE;Ile de France
250000452;CSAPA PONTARLIER;;25304 PONTARLIER CEDEX;DOUBS;Bourgogne Franche Comte
270000102;CSAPA PONT-AUDEMER CH LA RISLE;CENTRE DE SOINS ACCOMPAGNEMENT PREVENTION ADDICTOLOGIE;27504 PONT AUDEMER CEDEX;EURE;Normandie
910019447;CSAPA SPECIALISE ALCOOL ETAMPES;CTRE DE SOINS D'ACCOMP. ET DE PREVENTION  EN ADDICTOLOGIE;91415 DOURDAN CEDEX;ESSONNE;Ile de France
910110055;CSAPA SPECIALISE ALCOOL ORSAY;CTRE DE SOINS D'ACCOMP. ET DE PREVENTION EN ADDICTOLOGIE;91160 LONGJUMEAU;ESSONNE;Ile de France
920009909;CSAPA SPECIALISE DU CH DES 4 VILLES;;92210 ST CLOUD;HAUTS DE SEINE;Ile de France
340780477;CSAPA UTTD CHU MONTPELLIER;CSAPA UNITE TRAITEMENT DE TOXICO DEPENDANCE CHU MONTPELLIER;34000 MONTPELLIER;HERAULT;Languedoc Roussillon Midi Pyrenees
940016819;CSI DES HOPITAUX DE ST MAURICE;CENTRE DE SUIVI ET D INSERTION POUR ENFANTS ET ADOLESCENTS;75011 PARIS;PARIS;Ile de France
530007202;CSI HOPITAL  DE CRAON;CENTRE DE SOINS INFIRMIERS HOPITAL  DE CRAON;53400 CRAON;MAYENNE;Pays de la Loire
380782698;CSLD HL DE LA TOUR DU PIN;LONG SEJOUR DE L'HOPITAL DE LA TOUR DU PIN;38110 LA TOUR DU PIN;ISERE;Auvergne Rhone Alpes
050000546;CSM CHANT'OURS;CENTRE DE SANTE MEDICAL CHANT'OURS;05107 BRIANCON CEDEX;HAUTES ALPES;Provence Alpes Cote d'Azur
600014831;CSM DU VALOIS;CENTRE DE SANTE MEDICAL DU VALOIS;60800 CREPY EN VALOIS;OISE;Nord Pas de Calais Picardie
020017133;CSM MUNICIPAL DE COUCY;CENTRE DE SANTE MEDICAL MUNICIPAL DE COUCY-LE-CHATEAU;02380 COUCY LE CHATEAU AUFFRIQUE;AISNE;Nord Pas de Calais Picardie
020017174;CSM MUNICIPAL DE CUFFIES;CENTRE DE SANTE MEDICAL MUNICIPAL DE CUFFIES;02880 CUFFIES;AISNE;Nord Pas de Calais Picardie
590064366;CSMC LE CATEAU CAMBRESIS;CENTRE DE SANTE MEDICAL COMMUNAL;59360 LE CATEAU CAMBRESIS;NORD;Nord Pas de Calais Picardie
130780554;CSP ANDRE ROUSSIN;CENTRE DE SANTE POLYVALENT ANDRE ROUSSIN;13326 MARSEILLE CEDEX 15;BOUCHES DU RHONE;Provence Alpes Cote d'Azur
750050759;CSP AVION;CENTRE DE SANTE POLYVALENT D'AVION;07140 LES VANS;ARDECHE;Auvergne Rhone Alpes
750050759;CSP FILIERIS  D' ANNAY SOUS LENS;CENTRE DE SANTE POLYVALENT FILIERIS ANNAY SOUS LENS;07140 LES VANS;ARDECHE;Auvergne Rhone Alpes
750050759;CSP FILIERIS AUCHEL;CENTRE DE SANTE POLYVALENT FILIERIS D'AUCHEL;07140 LES VANS;ARDECHE;Auvergne Rhone Alpes
750050759;CSP FILIERIS D' ANZIN;CENTRE DE SANTE POLYVALENT FILIERIS D'ANZIN;07140 LES VANS;ARDECHE;Auvergne Rhone Alpes
750050759;CSP FILIERIS D'AIX NOULETTE;CENTRE DE SANTE POLYVALENT FILIERIS D' AIX NOULETTE;07140 LES VANS;ARDECHE;Auvergne Rhone Alpes
750050759;CSP FILIERIS D'ALBI;CENTRE DE SANTE POLYVALENT FILIERIS D'ALBI;07140 LES VANS;ARDECHE;Auvergne Rhone Alpes
750050759;CSP FILIERIS D'ALES;CENTRE DE SANTE POLYVALENT FILIERIS D'ALES;07140 LES VANS;ARDECHE;Auvergne Rhone Alpes
750050759;CSP FILIERIS D'ANICHE;CENTRE DE SANTE POLYVALENT FILIERIS D'ANICHE;07140 LES VANS;ARDECHE;Auvergne Rhone Alpes
750050759;CSP FILIERIS D'AUBY;CENTRE DE SANTE POLYVALENT FILIERIS D'AUBY;07140 LES VANS;ARDECHE;Auvergne Rhone Alpes
750050759;CSP FILIERIS D'AVION;CENTRE DE SANTE POLYVALENT FILIERIS D'AVION;07140 LES VANS;ARDECHE;Auvergne Rhone Alpes
750050759;CSP FILIERIS DE ANGRES;CENTRE DE SANTE POLYVALENT FILIERIS DE ANGRES;07140 LES VANS;ARDECHE;Auvergne Rhone Alpes
750050759;CSP FILIERIS DE BARLIN;CENTRE DE SANTE POLYVALENT FILIERIS DE BARLIN;07140 LES VANS;ARDECHE;Auvergne Rhone Alpes
750050759;CSP FILIERIS DE BESSEGES;CENTRE DE SANTE POLYVALENT FILIERIS DE BESSEGES;07140 LES VANS;ARDECHE;Auvergne Rhone Alpes
750050759;CSP FILIERIS DE BEUVRY;CENTRE DE SANTE POLYVALENT FILIERIS DE BEUVRY;07140 LES VANS;ARDECHE;Auvergne Rhone Alpes
750050759;CSP FILIERIS DE BILLY MONTIGNY;CENTRE DE SANTE POLYVALENT FILIERIS DE BILLY MONTIGNY;07140 LES VANS;ARDECHE;Auvergne Rhone Alpes
750050759;CSP FILIERIS DE CAGNAC LES MINES;CENTRE DE SANTE POLYVALENT FILIERIS DE CAGNAC LES MINES;07140 LES VANS;ARDECHE;Auvergne Rhone Alpes
750050759;CSP FILIERIS DE CALONNE RICOUART;CENTRE DE SANTE POLYVALENT FILIERIS DE CALONNE RICOUART;07140 LES VANS;ARDECHE;Auvergne Rhone Alpes
750050759;CSP FILIERIS DE CARMAUX;CENTRE DE SANTE POLYVALENT FILIERIS DE CARMAUX;07140 LES VANS;ARDECHE;Auvergne Rhone Alpes
750050759;CSP FILIERIS DE COURRIERES;CENTRE DE SANTE POLYVALENT FILIERIS DE COURRIERES;07140 LES VANS;ARDECHE;Auvergne Rhone Alpes
750050759;CSP FILIERIS DE DECAZEVILLE;CENTRE DE SANTE POLYVALENT FILIERIS DECAZEVILLE;07140 LES VANS;ARDECHE;Auvergne Rhone Alpes
750050759;CSP FILIERIS DE DOUAI;CENTRE DE SANTE POLYVALENT FILIERIS DE DOUAI;07140 LES VANS;ARDECHE;Auvergne Rhone Alpes
750050759;CSP FILIERIS DE DOUAI DUNANT;CENTRE DE SANTE POLYVALENT FILIERIS DE DOUAI;07140 LES VANS;ARDECHE;Auvergne Rhone Alpes
750050759;CSP FILIERIS DE FENAIN;CENTRE DE SANTE POLYVALENT FILIERIS  DE FENAIN;07140 LES VANS;ARDECHE;Auvergne Rhone Alpes
750050759;CSP FILIERIS DE GUESNAIN;CENTRE DE SANTE POLYVALENT FILIERIS DE GUESNAIN;07140 LES VANS;ARDECHE;Auvergne Rhone Alpes
750050759;CSP FILIERIS DE LA GRAND COMBE;CENTRE DE SANTE POLYVALENT FILIERIS DE LA GRAND COMBE;07140 LES VANS;ARDECHE;Auvergne Rhone Alpes
750050759;CSP FILIERIS DE LAPUGNOY;CENTRE DE SANTE POLYVALENT FILIERIS DE LAPUGNOY;07140 LES VANS;ARDECHE;Auvergne Rhone Alpes
750050759;CSP FILIERIS DE LEFOREST;CENTRE DE SANTE POLYVALENT FILIERIS DE LEFOREST;07140 LES VANS;ARDECHE;Auvergne Rhone Alpes
750050759;CSP FILIERIS DE LENS;CENTRE DE SANTE POLYVALENT FILIERIS DE LENS;07140 LES VANS;ARDECHE;Auvergne Rhone Alpes
750050759;CSP FILIERIS DE LES MAGES;CENTRE DE SANTE MEDICAL POLYVALENT FILIERIS LES MAGES;07140 LES VANS;ARDECHE;Auvergne Rhone Alpes
750050759;CSP FILIERIS DE LIEVIN;CENTRE DE SANTE POLYVALENT FILIERIS DE LIEVIN;07140 LES VANS;ARDECHE;Auvergne Rhone Alpes
750050759;CSP FILIERIS DE MERICOURT;CENTRE DE SANTE POLYVALENT FILIERIS DE MERICOURT;07140 LES VANS;ARDECHE;Auvergne Rhone Alpes
750050759;CSP FILIERIS DE MONTIGNY EN GOHELLE;CENTRE DE SANTE POLYVALENT FILIERIS DE MONTIGNY EN GOHELLE;07140 LES VANS;ARDECHE;Auvergne Rhone Alpes
750050759;CSP FILIERIS DE NOEUX LES MINES;CENTRE DE SANTE POLYVALENT FILIERIS DE NOEUX LES MINES;07140 LES VANS;ARDECHE;Auvergne Rhone Alpes
750050759;CSP FILIERIS DE NOYELLES SOUS LENS;CENTRE DE SANTE POLYVALENT FILIERIS DE NOYELLES SOUS LENS;07140 LES VANS;ARDECHE;Auvergne Rhone Alpes
750050759;CSP FILIERIS DE PECQUENCOURT;CENTRE DE SANTE POLYVALENT FILIERIS DE PECQUENCOURT;07140 LES VANS;ARDECHE;Auvergne Rhone Alpes
750050759;CSP FILIERIS DE RAISMES;CENTRE DE SANTE POLYVALENT FILIERIS DE RAISMES;07140 LES VANS;ARDECHE;Auvergne Rhone Alpes
750050759;CSP FILIERIS DE ROUVROY;CENTRE DE SANTE POLYVALENT FILIERIS DE ROUVROY;07140 LES VANS;ARDECHE;Auvergne Rhone Alpes
750050759;CSP FILIERIS DE SIN LE NOBLE;CENTRE DE SANTE POLYVALENT FILIERIS DE SIN LE NOBLE;07140 LES VANS;ARDECHE;Auvergne Rhone Alpes
750050759;CSP FILIERIS DE ST AMBROIX;CENTRE DE SANTE POLYVALENT FILIERIS DE ST AMBROIX;07140 LES VANS;ARDECHE;Auvergne Rhone Alpes
750050759;CSP FILIERIS DE ST FLORENT;CENTRE DE SANTE POLYVALENT FILIERIS DE ST FLORENT;07140 LES VANS;ARDECHE;Auvergne Rhone Alpes
750050759;CSP FILIERIS DE ST MARTIN;CENTRE DE SANTE POLYVALENT FILIERIS DE ST MARTIN;07140 LES VANS;ARDECHE;Auvergne Rhone Alpes
750050759;CSP FILIERIS DE TRELAZE;CENTRE DE SANTE POLYVALENT FILIERIS  DE TRELAZE;07140 LES VANS;ARDECHE;Auvergne Rhone Alpes
750050759;CSP FILIERIS DE VIEUX CONDE;CENTRE DE SANTE POLYVALENT FILIERIS DE VIEUX CONDE;07140 LES VANS;ARDECHE;Auvergne Rhone Alpes
750050759;CSP FILIERIS D'ESCAUTPON;CENTRE DE SANTE POLYVALENT FILIERIS D'ESCAUTPONT;07140 LES VANS;ARDECHE;Auvergne Rhone Alpes
750050759;CSP FILIERIS DETILLOY LES M;CENTRE DE SANTE POLYVALENT FILIERIS  TILLOY LES MAUFFLAINES;07140 LES VANS;ARDECHE;Auvergne Rhone Alpes
750050759;CSP FILIERIS D'HENIN-BEAUMONT;CENTRE DE SANTE POLYVALENT FILIERIS D'HENIN-BEAUMONT;07140 LES VANS;ARDECHE;Auvergne Rhone Alpes
750050759;CSP FILIERIS D'HENIN-BEAUMONT;CENTRE DE SANTE POLYVALENT FILIERIS D' HENIN BEAUMONT;07140 LES VANS;ARDECHE;Auvergne Rhone Alpes
750050759;CSP FILIERIS D'OSTRICOURT;CENTRE DE SANTE POLYVALENT FILIERIS D'OSTRICOURT;07140 LES VANS;ARDECHE;Auvergne Rhone Alpes
750050759;CSP FILIERIS HENIN-BEAUMONT;CENTRE DE SANTE POLYVALENT FILIERIS DE HENIN-BEAUMONT;07140 LES VANS;ARDECHE;Auvergne Rhone Alpes
750050759;CSP FILIERIS MONTIGNY EN OSTREVENT;CENTRE DE SANTE POLYVALENT FILIERIS MONTIGNY EN OSTREVENT;07140 LES VANS;ARDECHE;Auvergne Rhone Alpes
